Drug,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128
DB00596,-28.91652789,0.226918702,10.06505,7.360499402,12.74178457,-4.560737342,17.14586638,-3.793547142,-14.228646,-5.563829259,2.889614157,-17.34671781,3.291345312,-15.76112745,3.104375121,-7.505685367,-1.528957323,-11.45177519,2.797047468,-16.52507254,11.88975064,5.490492821,4.560762641,-2.131049998,5.916719423,-11.48954763,12.41455123,2.467405382,10.80845106,-2.507033664,3.064130335,5.641419379,0.363854667,1.286841135,6.336945938,5.688648793,5.759168176,-2.714418155,0.262437262,1.865518797,-7.246120362,-0.710302881,-2.610643044,3.146097364,2.516648505,5.830486521,1.508683409,2.039719342,1.730428103,-4.123876866,0.740419258,-6.604200067,-6.234264223,-1.401828925,-5.30626941,5.80733899,2.110149498,-2.695791537,2.415293974,4.28320621,-0.124436395,0.714730172,0.464732016,-1.721872334,-0.701225825,2.664613357,1.133596836,2.229910909,-5.498532071,0.748916645,1.097153068,0.544929421,-3.15660562,-3.16019854,-1.856152516,-1.096251854,-0.269826471,0.452650351,-0.437270399,0.468764195,-1.229429128,-0.354007695,-0.036549582,-0.019452632,-0.826896935,-0.389284203,-1.034076828,-0.811117726,0.136186846,-0.757659609,0.0859258,0.015244298,-0.244734267,-0.592263222,-0.386346395,-0.17365747,0.089549756,-0.358002587,0.114903484,-0.326018846,0.242642322,-0.061931598,-0.129830859,-0.152904998,0.011071178,-0.145305099,-0.139133928,-0.361819321,0.191641033,-0.195681055,-0.078945328,0.028735096,-0.000729556,9.42E-16,-4.90E-16,1.09E-15,4.10E-16,5.38E-16,7.67E-16,-2.16E-15,-8.10E-16,1.01E-15,1.12E-15,1.55E-16,-1.35E-15,2.08E-15,7.20E-17,4.28E-16
DB00337,65.73776647,-41.95342819,-13.61396323,26.57204085,-6.768889352,-6.564913642,11.01069947,-22.26452547,-23.69674883,-6.650895189,10.91111031,25.06172123,-11.86215923,6.626544601,7.776808348,-9.816803135,1.195091071,7.322173742,5.475182014,14.91515104,-9.391259331,13.13563917,2.979117133,-19.9913029,-2.378347962,7.044080033,0.829699808,17.97784438,7.626481552,-11.83666105,4.242510563,18.73807228,2.437730994,14.9659384,14.1163931,-0.1316647,-0.915731183,-7.449177287,5.490360428,-1.450770727,-2.010856112,-11.4665533,-0.181300067,-1.479464878,1.354616254,3.487558932,8.132864108,1.43589126,-3.985245325,-2.986297513,-3.965552538,-1.220740369,0.483365068,-3.948459447,3.262815609,4.921950806,2.604024001,-8.740302526,-3.756877346,-7.729132609,11.66753048,1.01E-05,8.102774046,-3.521773864,-0.602305047,2.94484943,4.436553576,-1.607415605,10.14082532,1.602274968,9.25549781,10.57534934,2.350123294,0.081801345,-4.357350693,-11.57281978,-4.612402665,-1.611043344,-9.236046914,-7.105453995,-2.67842362,-3.025731803,-7.570285915,-1.395625459,9.475849318,12.04559291,1.431980601,4.933536577,7.231833071,-2.421471385,-1.29645241,-7.205184084,-3.164091085,-4.35840303,-2.971912079,-3.521588927,3.25417228,-4.979574925,-6.435300458,-3.68856372,1.383908295,-2.534878365,2.635312046,-0.596723448,3.708604955,1.359726764,-0.082744727,-0.855501119,-0.520171707,0.811098695,3.700347858,-1.917946974,-0.00989486,-1.45E-15,-3.77E-16,-4.22E-17,7.50E-16,5.43E-16,1.38E-16,2.27E-16,3.40E-16,1.21E-15,1.74E-17,-1.97E-16,-7.38E-16,1.23E-15,3.48E-17,2.06E-17
DB00393,-0.778736789,20.03771594,15.77405557,-4.178731183,-0.045851584,-4.978795778,-6.252134345,-11.23952484,13.89915137,3.597485989,-10.97174136,6.445485183,-7.792751445,13.59231437,-0.198397232,-3.857681274,0.006151228,12.08133734,2.358917222,1.353738144,-6.919908273,8.265071413,-18.90361582,4.021718621,-11.3670688,16.93097961,2.182396431,0.319491183,-12.85045349,12.72156615,-5.736252086,-8.436134992,-10.77131367,-7.720360378,2.814359306,-0.620021666,2.928193936,3.607978549,-6.895519449,6.878302709,5.305504172,8.040284776,3.827700106,-2.059898488,-1.707170519,-5.203026998,5.670368891,0.184074308,7.0938282,-4.506373781,3.325516746,0.520733349,1.433901028,4.316133681,-1.910799282,-5.138587912,0.81278387,-8.944936942,-5.248374954,5.134712923,-0.359550699,4.677741011,2.362200777,0.926744895,-1.198037401,1.563552465,2.266015389,3.675981376,-2.524290147,-2.486756467,-1.426313835,2.514932747,-0.961048023,0.018623585,2.296011703,0.740936611,-0.240440827,-0.371711746,-0.172932257,-0.100847731,0.2759985,0.130155454,-0.739255787,-0.723032616,-1.119584149,1.61588465,1.006305637,-0.073943652,-0.275434858,1.318881553,0.11102422,0.273070162,0.235848096,0.466129688,0.562723587,0.316052166,-0.04037923,0.2416036,-0.087138791,0.03736214,-0.042631018,-0.329558512,-0.467803815,0.177863331,0.355245736,0.203827994,0.131335131,-0.202872514,-0.298978282,0.107455443,0.105865882,-0.008009404,0.000475932,-2.81E-15,6.75E-16,2.14E-15,2.44E-15,-4.10E-15,-2.85E-15,-2.41E-15,-1.53E-15,3.91E-15,-9.15E-17,-1.43E-15,1.82E-16,1.26E-15,1.45E-15,2.15E-15
DB00501,-16.97720894,7.248141635,6.260408585,-4.562017942,4.055943471,-13.68644772,4.317314602,14.40073462,13.99761322,-7.869460227,-10.22286902,-1.502843683,1.950176349,15.79863284,-15.13239006,0.291538614,6.765420996,-9.833310249,-1.186540882,6.667960459,21.68411855,-1.757081337,-5.950060244,-7.856590618,25.23304248,-1.352523613,7.323436532,-10.44638743,6.41051041,15.36420713,-0.699554406,-3.206462768,3.828926566,14.55735983,1.1301096,1.682886579,2.547095177,-1.812686287,-12.89199034,-0.552306024,-3.928129237,-8.068072637,-0.063520444,-12.55971448,-6.161160782,-1.705511503,-1.699299285,1.757284428,-0.744454569,-2.035880982,0.01040504,-11.82942361,-3.917037785,2.759396527,2.353959209,-10.95470832,-6.307865206,0.227217771,-1.718383278,-0.713432568,2.535059466,2.376336372,-6.036541954,-3.952321313,-3.110343439,-2.013700527,-0.172549921,-0.328751283,-0.772938146,1.505760887,-0.372803315,0.227188424,-0.297297671,1.109814743,1.214910232,0.908923806,-2.465022617,-2.595153519,1.767980234,-0.488638652,-0.905280802,0.991064392,1.012475842,-0.7315774,0.962350489,0.45371609,-0.327327826,0.233733357,0.469698411,-0.472613176,-0.054412594,0.054414687,-0.849233066,0.351817412,-0.191881561,-0.09901182,0.129497142,0.619652228,0.043872558,-0.094251245,-0.106197732,0.099139324,-0.160859854,-0.13177365,0.117575447,0.413477269,-0.018971518,0.008938514,0.377484047,-0.084280599,-0.045997849,-0.121724494,-0.001969272,-1.40E-15,2.17E-16,1.62E-15,1.15E-16,1.40E-15,6.00E-17,1.20E-15,8.69E-16,-7.89E-16,5.74E-16,-2.01E-15,-2.52E-15,-1.25E-15,-1.17E-15,2.07E-15
DB00317,-35.55829666,-11.5710355,2.307191507,10.52357946,9.760424196,-7.491434642,-5.472201288,-1.605883172,2.701777719,-17.86391884,10.38333418,-0.881536339,9.461130979,-13.65290841,24.62899855,-4.572056439,8.429339607,-3.149528089,-0.21305987,26.36186211,-13.49790336,-23.71068044,-8.245836326,3.30983004,4.211044995,-4.732594872,-10.44817285,19.37063035,-8.738815608,-5.484515771,-10.77981296,-5.152890249,-2.97460304,-8.489406788,9.051400813,-5.697034758,-0.399694986,-3.808036913,-3.386869285,7.41528544,6.199269781,4.061674648,0.67356258,-4.869733923,0.935979267,-1.583597683,-5.408252677,-4.720717435,-2.203228394,-5.506219978,-9.693380074,-1.37432739,2.243316807,-1.861289345,1.963300209,-14.47460491,4.017281984,3.374937008,2.63362371,-0.08360389,-2.701224574,-5.717655959,0.024628953,-3.907967743,-1.952951809,-1.68871951,1.642832967,-0.275817326,2.131862628,1.707256198,-2.684296354,-0.845424997,2.721073197,0.547992172,-1.74645524,-0.523439207,-0.389638591,-1.206185013,-0.205461492,-1.586607401,-0.321142709,-0.062520792,0.609716896,0.227738276,1.445648507,-1.776392627,0.73268683,0.835814353,0.093895333,-0.212611713,0.850338841,0.378209125,-0.273073643,0.59675027,0.160523179,0.288210746,-0.428508451,-0.370069019,0.174302103,0.811733823,0.062519497,0.264042455,0.911180966,-0.180610155,-0.208982112,0.073476205,-0.308144965,0.152309133,0.086572399,-0.189888838,0.067760963,0.032580134,-0.000379298,-3.00E-15,-1.03E-15,2.88E-15,-4.72E-15,-8.00E-16,-5.14E-15,5.57E-16,5.30E-15,3.68E-17,1.07E-15,-6.40E-16,-9.29E-16,-2.72E-16,-3.29E-15,6.92E-16
DB00851,23.19104887,29.22105317,2.283463433,-21.04865329,10.57927294,3.847044017,6.186520552,0.98856466,-8.200003267,-7.429122366,4.563756923,20.22274495,13.91356922,5.30938461,0.935518451,-7.223338863,6.917757893,8.469744145,-3.050018956,24.14297199,11.77011428,-8.197935221,-8.390888163,-4.252797494,-17.79437545,0.036776243,-12.94504537,7.057940222,10.89564725,6.497788938,8.020920329,0.972962535,1.704672257,-0.076631234,-9.443979885,1.334925156,-3.064896414,-7.347297613,12.20790347,-5.848022685,-4.936675839,0.13505828,10.49827058,2.393484542,-7.935641198,3.146639332,-2.65990266,6.077794367,4.714126869,-4.171509648,-12.40483139,-1.692022302,0.552237859,6.270467615,13.04956615,11.55109474,-0.295487261,-5.022322747,-6.203922637,2.128400636,-0.02893196,-5.984619975,2.242035059,-0.143931633,-2.660156386,-6.147068513,4.550809769,-1.476171117,0.477796016,-3.318735571,-3.790940496,-1.716416061,1.535271844,1.2211272,-4.779937048,-1.014873815,0.008313817,-0.233958148,-1.109062291,0.478617349,0.11421803,1.411329623,-0.401101016,-1.681213747,-0.758880666,-0.412009348,-0.040880981,0.62022416,0.294059291,-0.890472435,0.006222479,0.005344909,0.899130553,-0.304385552,0.079463624,-0.588131469,-0.403453862,0.571480687,0.47819118,0.016065952,0.028005883,0.497729283,0.206024683,-0.231570516,0.194175125,-0.139172114,-0.202825778,0.034035163,-0.093749195,-0.111927077,-0.120031713,0.021150168,0.000264817,-2.47E-16,7.85E-16,7.01E-16,1.41E-15,-2.10E-15,-2.36E-15,1.48E-15,3.17E-15,-7.43E-16,2.11E-15,-2.27E-16,-3.79E-16,3.07E-15,-4.51E-15,8.73E-16
DB02262,67.78573266,-17.78579616,-9.53196582,21.78008323,-11.45449568,-6.861304535,18.4699033,6.846282721,-19.42836189,11.46810096,19.77309156,-1.014599675,5.480146035,-0.119034977,-7.100672476,4.117300777,1.856870581,5.967343366,-1.930235867,2.407766807,-14.01647041,6.140866434,-10.37315318,0.967185132,-9.373459869,17.98561756,5.483477583,2.824203269,4.298570245,-9.860318403,6.513199571,8.218053743,13.55892593,1.29728598,-1.563533098,-13.6349453,2.784004099,-2.962009103,-5.280978821,2.44460218,11.21854567,-9.260775521,-2.331214658,3.880608091,-3.654692287,-2.65642764,-0.996891687,-4.279591784,7.916354085,4.851396256,8.893284827,-11.95979346,3.637880408,12.01968801,0.99345795,0.882447679,-3.950921074,4.656071532,7.22818287,10.23182793,3.07887602,-3.206994297,6.548198007,-0.81857974,-6.912513602,11.79799418,-6.939254228,8.461472935,-0.252376011,0.702113916,0.268014674,-3.769460443,9.68215701,4.991348349,7.189695761,-0.936542735,7.985705957,-0.745023625,-2.717258692,6.142842569,-2.122915304,-0.870920536,3.062308329,-1.510509698,1.850308725,3.69373367,-7.44386245,0.753171036,11.94941513,-2.037571231,-9.461859905,11.61335438,8.19565652,6.862786077,4.69483001,-12.97307266,3.181137805,0.091635838,1.852443298,-3.091155767,-2.807625366,3.504699605,-5.34485613,-4.383444648,-6.209644707,6.51218288,-1.666844596,0.238906472,-1.246706654,-3.200890083,0.387821504,0.059311724,-0.005094326,-7.59E-16,-1.39E-15,-2.66E-15,2.29E-15,-1.53E-15,-2.92E-15,-2.23E-16,6.75E-16,2.55E-15,-2.25E-15,-6.56E-17,-6.17E-16,-1.82E-15,2.96E-17,-5.48E-16
DB00421,11.29100833,28.7018112,6.292759636,-8.040399406,-7.263626517,-5.225120729,3.131701071,-8.36387189,17.01196219,9.694651311,-3.216497168,5.160591536,19.83239438,15.78390203,-3.046870765,25.71234292,4.673534234,3.192289737,4.288871081,13.74252928,7.977516908,3.436730287,-18.85520942,-15.1016754,-10.06791542,-9.926797293,-4.908066263,-1.021916126,1.147614721,-1.70338766,18.30358778,8.760146606,18.82120602,-15.13338039,-5.458122085,4.754161121,-7.69816388,-7.78714369,-5.804004868,2.779543441,-16.22179439,1.91731295,-7.338502889,8.099655951,-6.866316736,-0.119206396,4.061193584,1.169083128,2.705789933,0.223260562,3.261060136,0.596676081,-2.658606016,-3.565588991,-2.557006521,7.57009376,5.726139033,3.048634973,4.665837902,-0.66999498,-4.004553918,2.520953765,-2.082484888,5.028403228,1.542961025,2.52254906,-5.29287608,-2.504068649,1.912546779,4.156812539,3.538185548,-0.012625798,0.060897998,-0.97399703,0.486473819,0.423868676,1.058829263,0.889974506,-0.779419596,2.128445284,0.500912259,1.077201035,1.127630119,0.606891857,1.326308438,-0.806278587,-0.843249953,0.545823686,0.378060165,0.540283119,-0.795735719,0.173184296,0.42768486,0.712267982,0.466733829,-0.554561474,-0.19189082,-0.067794089,-0.590677934,0.633703273,0.049578624,-0.403407977,-0.488697004,0.115262631,0.423760561,-0.831856013,0.150233679,0.518104725,-0.138286732,0.006314577,-0.025991183,-0.108940139,-0.000160328,9.40E-17,4.67E-16,-1.97E-15,2.74E-16,5.18E-16,1.82E-15,-5.89E-16,-7.34E-16,7.60E-16,1.25E-15,-1.07E-15,1.47E-16,9.36E-16,1.47E-15,-2.54E-15
DB06203,-38.96463689,-12.09873418,4.915099542,13.36628849,10.54859724,7.005020936,-14.81983395,-5.851754447,0.276645485,-7.088031182,-3.489305149,-14.06842092,-2.243339885,13.75588675,-4.913333452,7.614138872,-8.084942783,2.295575738,-4.221041923,14.19977738,-1.886529417,7.359489651,5.213125262,4.340083307,3.725204363,3.705589013,16.1877061,5.240201454,-5.450007932,5.670198533,0.981161221,-6.006480577,10.3955279,-7.094852238,6.404051338,-4.918614504,3.275310092,-0.632985846,-6.51647748,-3.403211966,5.388596022,2.474545455,6.67314529,0.013456076,6.952830478,0.066235545,-5.12541277,4.900847601,6.160141367,-3.448008829,-5.237389737,-10.53564538,-4.421357803,0.973144165,3.566897394,-0.479652728,5.679114218,-8.224284425,-4.214091829,2.609295642,-0.671621258,-1.384158042,-2.140976921,-0.953765241,-0.265317881,-0.718497411,0.148141556,-0.057500505,-0.922829319,-3.072287685,-1.651990478,1.604733381,1.225875712,0.415829695,-0.957666409,0.309279496,-0.865983863,-0.216828604,-0.476527473,-1.075027877,-1.045017191,0.202911699,-0.278491115,-0.996583964,0.452236902,-0.192226118,0.755695396,-0.183684495,-0.036427801,-0.15180199,-0.375574138,-0.015048939,-0.092535199,0.065181532,0.017973117,0.323396492,-0.011921016,0.056185744,0.037395752,0.331177947,0.284136176,-0.191481592,-0.314334586,0.187417594,-0.165162405,0.054476051,0.143634668,-0.111325271,0.023663215,-0.013211932,0.011526063,-0.00150894,0.000501469,-2.56E-15,-1.92E-16,1.30E-15,-7.80E-16,-1.63E-15,6.19E-16,-1.90E-15,6.12E-17,1.49E-15,-6.93E-16,-3.82E-15,-2.45E-15,-1.38E-15,-7.65E-16,3.71E-16
DB00270,37.467282,13.35243919,-10.91503435,2.115212581,11.02336574,-5.071929414,-6.871651581,10.19853715,9.886048965,20.89380438,10.26460017,22.3535487,-6.180740114,-1.124482203,-8.586006252,25.90832368,-10.85590696,9.014240853,-10.44384136,0.032239356,2.40468967,1.866208889,-12.06831995,3.210110841,16.57756974,-7.014432762,4.025238467,4.318820918,-2.43299257,-10.66556707,1.037185328,-21.26334447,10.44418517,-12.41090396,-17.98023592,4.473985333,9.920293818,4.673329077,-11.44713361,-5.393495086,6.450522766,3.214954839,2.639923576,-0.830414571,8.760671028,-1.724148092,1.110734257,7.402273983,1.549351178,-4.97385098,10.71728332,-6.705993416,16.67990527,-0.365691924,-10.73826436,4.008957519,2.36995321,0.495411411,-0.235954712,3.769503949,-9.261597474,1.223776152,6.001156674,4.33854492,-10.90021843,3.696538474,4.24705099,-3.486266884,-5.656354876,-8.268530782,-1.612287297,4.383126059,-2.756485622,-2.644021023,-2.902315695,-4.301219126,4.097328885,-5.093280858,1.428901005,0.357611768,1.835876224,3.816365499,-0.059886849,-0.337088915,1.18883394,1.173442987,1.175415826,0.234437935,0.008244588,-0.111909193,-0.413463084,0.080328336,-1.790043118,0.643263304,0.30163732,0.31271596,0.160942985,-0.622528776,-0.666942193,-1.082487662,1.119746939,-0.56964878,-0.265197657,0.992479861,0.024943948,0.094487811,0.120088791,-0.387436883,-0.022672294,-0.169335827,-0.094771232,-0.119344383,-0.000305451,-1.18E-15,1.14E-15,-1.69E-15,4.09E-15,2.65E-15,8.94E-16,-8.58E-16,3.65E-15,4.93E-15,6.19E-15,-8.86E-16,-2.04E-15,3.25E-15,1.00E-15,5.89E-15
DB00997,-33.54779064,-3.904929257,10.59096235,10.17154102,-0.831080882,-3.178578982,-9.909858037,-0.640798039,-5.594266971,-4.992393838,8.504080951,-10.47035756,5.445258262,11.71112619,-2.272152859,8.650260336,-5.964905719,-7.016978344,-0.195392684,0.429158221,0.4233869,-2.835223562,6.061961063,3.220975349,5.028128819,-1.412592549,11.15884872,16.12462378,3.408908625,2.360294787,-5.071440105,-8.547413009,8.944922096,-7.119785633,6.517233824,0.341760829,9.246315544,-8.336241428,-3.227415298,5.525550972,13.05349649,3.031628788,-5.145805642,-1.702587334,-0.363866899,-4.497856064,3.902662815,-8.371546677,-1.070389888,0.402800805,0.681104908,1.679635254,1.033338321,-6.480675927,7.392931655,2.14440501,5.859047825,2.846143997,-0.077443854,-0.600503576,-0.152713712,-1.626926474,-4.30460405,-0.186399586,0.716905089,1.539742504,-0.057862459,0.077587936,-1.459656718,-1.419533687,-2.12133122,0.451856922,-1.275188582,-1.440667479,1.146242247,-0.352225548,0.424406333,-0.067089845,0.482325793,-0.913501696,-0.317145814,0.330195023,0.386320191,0.054569474,0.75273465,-0.864616398,0.158183841,0.238676575,0.51146402,-0.889274799,0.034176793,-0.398290374,-0.107384265,-0.119172856,0.583223639,0.436193999,-0.009567677,-0.389883567,0.133608157,0.048482372,0.149803172,-0.01357595,0.205739385,0.041530586,0.024044035,-0.132705972,-0.001107296,-0.038465344,0.092879128,-0.127586609,0.006942899,-0.028085033,7.08E-05,-4.75E-16,-1.90E-15,1.41E-15,9.39E-16,2.67E-15,1.22E-15,-8.37E-16,-2.03E-16,3.22E-15,-1.48E-15,-8.23E-16,-2.82E-15,2.57E-15,7.64E-16,4.65E-16
DB00943,12.28247003,19.28306411,0.408093932,-11.02360688,-7.672848263,-10.27604062,-8.7958158,8.241769512,12.37421849,-11.15645292,-0.960609878,-12.38377265,18.67303599,-1.214853133,15.01593849,-2.421558897,5.384352141,21.42907015,-8.978668054,-5.241562951,5.775654636,-0.391449358,-4.338799865,16.20981282,-19.0356384,10.49330058,-1.917569161,-2.680254153,1.066137746,-2.579946764,-3.642795106,10.17852901,11.9887779,4.981129603,-5.095869609,-5.6632475,1.287566202,-8.400642924,2.104947874,-1.284733827,5.22543011,2.765590957,-4.976813096,0.768721193,-6.952489536,-7.797166882,-1.551938435,-6.041873127,2.534439033,-1.968750692,-2.919410544,-4.568948161,2.439006774,-1.938734964,0.386689481,-5.283565289,-2.64580884,-6.077968792,-5.196279602,-1.949062419,3.313373885,-2.895164075,-5.362033176,-4.763892278,2.765710871,-6.110066497,2.700172328,1.748420489,5.753488281,0.433145089,-3.132275501,-2.753636245,3.286066782,3.691947523,3.938301119,-0.868720239,-0.532717957,1.825365784,0.666192367,-0.666864805,0.448335167,0.858484851,-0.622899612,-0.22026221,0.516400612,-0.247874348,0.210827459,0.150068218,0.058452768,0.239805649,0.235242156,-0.439806246,0.651771398,-0.323625166,0.22601577,-0.109470457,-0.397410215,0.375311939,0.293382176,0.568556936,-0.246034047,0.367278285,0.751517546,-0.642218115,-0.057544429,-0.177502357,0.45329238,0.24184008,-0.046338423,0.347682399,0.03547089,-0.057384491,-0.00094533,9.98E-16,6.47E-16,-5.66E-16,2.94E-15,5.29E-16,9.81E-16,7.41E-18,1.28E-15,6.13E-16,-5.45E-16,-6.24E-16,3.68E-16,1.53E-15,-9.62E-16,-3.83E-16
DB00398,33.3944273,21.14009267,-10.5198692,-10.22918094,0.624982736,1.430786069,-19.43951157,-4.554794012,-5.384709513,-4.073634242,3.715989133,10.54972321,-8.195879605,-2.324899694,5.084601282,10.86854725,12.91789807,4.214294476,-0.994601595,1.314983756,-10.23653086,-3.229478212,-3.511975135,12.63427387,11.07996733,-3.280747855,-15.98923874,-0.197218817,-17.79364276,-8.168391169,-12.29967066,-4.134375361,6.492748387,19.26924062,-9.747846581,-3.858978944,-4.780594629,-7.502119556,-18.09678003,-7.738274356,-3.465950756,-3.544454771,3.632747301,10.60308335,-0.458384393,-0.327226971,-8.053710672,-3.397398902,-0.672772593,4.902638524,3.249566294,-4.649801278,10.15791707,-2.789599701,6.005211608,-2.506097537,2.374480139,-1.065714814,1.990307664,-3.750740079,6.82586863,4.123326833,6.457466562,2.405586217,-1.752602706,-3.614656536,3.106538576,-1.252230318,-3.370356177,-5.953617235,-1.006319196,-2.075202894,-1.373278469,1.616733795,2.559437777,5.40082076,-4.720676831,0.143935124,-1.289505237,1.431962279,-5.18126261,-1.62697715,1.013477895,0.210268113,-2.347164437,0.002378298,0.640745038,1.125130956,-0.509172008,1.248619717,0.762235625,-1.18499017,-0.412054602,-0.594451064,1.102718939,0.549437819,0.428958465,-0.024868001,0.461675838,-0.71525392,0.368192501,-0.048382651,-0.111179515,0.067875643,-0.838427675,0.452988559,-0.167918845,0.080198214,0.633377873,0.200754827,0.03754437,-0.071275801,0.000818544,-3.98E-15,-5.09E-15,8.70E-16,1.46E-15,3.43E-15,1.19E-15,1.30E-16,-1.98E-15,3.14E-15,2.13E-16,3.89E-15,-1.31E-15,1.66E-15,4.27E-15,-9.48E-16
DB00712,-18.27413496,10.65995992,17.01178781,5.317579034,-9.432745583,-13.05781983,11.63871201,-18.43222231,-0.874047221,5.548016444,3.078174898,1.704277118,-3.322656232,-21.52895318,-3.101633444,9.105531991,-23.68089773,2.7617518,-4.577884054,-3.324296886,-11.08845481,-11.84314643,-2.815841775,1.767755928,-0.918921138,-0.78364215,8.966925482,7.821382993,8.035050455,11.82918045,-13.48190014,-3.817465491,3.111315927,-3.431423392,6.803299553,-2.576099922,-0.485532346,3.807250192,-1.235002877,-0.290321919,8.05353045,4.153027289,0.595112117,8.400112012,8.184199169,0.463812216,4.389606092,2.438591162,1.662790197,1.221365375,2.196737414,8.987129818,3.100530119,0.996855735,-2.023251255,0.861227633,3.357150552,3.433584925,1.135597389,3.070584596,1.912545816,-3.100499159,-1.052544477,-4.317366421,0.948329104,8.501588765,1.49186486,-2.025947671,-2.257074417,-0.703399875,1.282657033,0.789529076,0.665734027,-1.604712088,0.160137442,-0.459257198,0.888796838,0.801148767,-0.782419575,-0.205008521,0.332665262,-0.453294835,-0.152661887,0.360585944,-0.525381956,0.226705548,-0.441942704,-0.968090271,-0.192469138,1.108037964,0.450110525,-1.014122534,-0.055168161,-0.658101484,0.190400483,0.164829185,0.478898168,-0.394747824,0.47541407,0.475172605,-0.03582633,-0.017688516,0.00587556,-0.138931967,-0.073117658,-0.164128994,0.039159107,-0.039824901,0.051701835,-0.031902516,0.034367411,0.018376153,-0.000207156,2.44E-15,-1.55E-15,1.25E-15,-2.88E-16,-1.02E-15,1.35E-15,2.97E-15,1.49E-15,1.49E-15,7.95E-16,8.34E-16,2.53E-16,-2.80E-16,6.93E-17,7.00E-16
DB00542,56.74864801,-17.03614256,-14.96422262,31.5759017,-21.21564626,-3.023236202,-0.082415166,4.041971524,22.50072935,-10.91154519,-1.877210946,-1.551555466,6.280490835,2.320202003,-15.60743182,11.4362744,0.820387424,-10.94123933,6.503737319,-6.893565803,4.12084262,13.35152183,-22.96954609,-17.56807331,8.79675882,13.52005762,-3.778208179,3.608965605,17.45286809,5.575038937,13.52070872,12.76444268,3.553975159,-8.454689855,-1.657185155,-6.630129549,-0.018076843,14.82366053,-6.326921004,-13.03566885,-13.41460826,15.42585157,-0.597422564,-2.123624388,-15.87774573,-6.379037945,6.153388373,-7.097520084,12.35671556,-3.069046615,9.037786552,2.619584032,-0.293194403,-13.40166378,0.436278168,0.250734431,-9.927791755,12.93619673,-6.60088285,13.14770653,-1.112991768,-9.943557963,7.246077222,-7.285753449,15.38064974,-6.626137749,10.73152611,-0.886529471,-5.140876555,2.824392798,13.70409635,18.17448244,2.91357546,15.69597772,-4.841605925,3.208241345,-1.542518183,-1.445818785,-4.016073258,8.724310721,0.586347282,4.437867076,1.097175878,-0.651601898,4.256811849,-1.060720785,5.259561858,2.404945472,2.99341623,-6.571397002,10.3714424,-3.518187548,-6.002737061,-3.653835003,1.33983277,-0.086704169,-2.65393466,3.632774484,1.856523567,3.28105394,-2.928757135,2.720155474,-3.024896199,1.788208449,-1.907758051,3.072469582,0.904663007,-3.971160194,-2.360380568,0.775841108,0.304146876,0.126445605,0.009667217,2.37E-15,-2.06E-15,-5.48E-16,9.22E-16,9.91E-16,1.37E-15,4.82E-16,-1.84E-15,2.10E-15,2.46E-15,-1.74E-15,-1.72E-15,-1.20E-15,2.09E-15,-9.28E-16
