Drug,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128
DB01007,-35.9812691,-9.143488622,2.159470534,6.11112726,-0.033630335,-3.466685428,-0.83256599,-1.642182421,4.47853746,-17.98720086,13.91028588,6.676317351,17.57846925,-13.09754201,4.762443664,-11.48694069,23.15090623,-16.38899379,5.60097859,3.178162131,0.836613657,1.692952331,1.362078481,-0.742631041,-12.12332258,5.200482322,12.43486532,13.84032507,-0.881605117,3.577378169,4.329930802,-7.174872998,-2.210325877,-1.500963104,7.081599105,-2.510510193,10.97513444,4.981138144,4.533085845,-1.406095346,8.126521914,5.085361506,1.30584476,-0.710311429,2.217676137,-3.617344404,-2.360152556,0.23427111,4.060379658,-2.684166776,4.894159812,5.827574914,7.109130432,5.099711672,1.250049269,10.6490162,1.100073684,0.148723418,-3.150101959,-2.758407979,2.237703936,2.33242168,-0.709528078,2.899823397,0.089080089,-2.210961958,-0.066062841,1.701947408,0.848081318,-1.68866897,-2.347033817,0.021447045,1.099776923,1.386951207,-0.222267886,-1.253436206,0.374472932,1.849348661,-0.356433829,-1.112261338,-0.239298169,-0.475359481,-0.815984212,0.750443236,0.049257807,-0.470367738,0.222353437,0.209486882,0.003351356,0.195576746,-0.744521485,-0.448672497,0.248089721,-0.418975569,-0.203696648,0.388897988,-0.691671643,0.280500073,0.185805484,-0.362400844,0.063345438,-0.297622534,0.072216902,-0.109569585,0.050822583,0.143654398,0.007647136,-0.209185516,-0.019441057,-0.165809919,-0.054748804,0.021105011,0.001043837,-1.64E-15,-2.10E-15,1.17E-15,-6.42E-16,2.19E-16,-1.85E-15,-3.03E-16,2.09E-15,3.76E-15,3.52E-15,-8.35E-16,1.27E-15,2.44E-15,-1.18E-15,1.05E-15
DB01656,20.87477653,26.12978245,-4.975767265,-23.57454481,15.97004978,20.13937267,-8.009165041,6.045037913,-9.263050168,-6.903903386,-28.95929969,3.784018555,-15.99510887,2.61089895,1.395408244,-7.737994213,17.4786239,-13.40030425,2.807640643,0.697608335,-10.63030765,-11.7920083,2.925043051,-37.15924845,-2.553195434,3.353084469,-4.144428139,8.742604454,-10.73729337,-14.50105683,-0.485165934,-9.031938776,22.69883092,-27.41456301,-4.851628343,16.12403695,-4.186443674,-8.072666374,9.73355817,-5.891256147,-8.35322914,-10.58219299,-8.897984409,-3.82478723,-8.27171599,6.95185369,1.998016551,10.67622821,-9.271915384,13.39207048,7.808478935,-1.498119722,5.093919517,7.532001114,6.000298421,4.437519827,-2.630345081,10.31076841,8.114344689,-1.846405986,-7.347759631,-4.879956314,-0.898845854,2.77234261,-9.119876285,0.947934569,-1.08098955,-5.322399383,-0.048861085,5.590145055,0.802836469,2.458405297,-1.398533012,1.143065688,-4.871733322,0.001083576,-0.841393054,-1.042400554,-3.420961032,0.098089366,2.642506047,-2.161901736,0.347198615,1.35469881,1.302242361,-0.841397172,0.479865864,1.155906401,1.768871793,-1.191470792,-0.332052773,0.357932851,-0.337243729,0.903835061,-0.450744805,-0.023941464,-0.6410012,0.491513832,-0.93281612,0.56587443,0.615255219,0.046848135,0.096944064,0.864287378,0.277902985,-0.330824468,-0.413750934,0.384151393,-0.610156855,-0.15309075,-0.03878232,0.052168971,0.001139449,-4.34E-16,1.67E-15,-3.07E-15,8.15E-16,2.92E-15,-4.25E-15,-2.95E-15,-1.74E-15,3.38E-15,3.40E-15,1.09E-15,1.31E-15,-7.53E-16,4.98E-15,4.82E-16
DB09028,31.75708659,3.093314101,-13.69745941,-5.613455193,0.975461592,1.204662363,-25.98554926,13.57335994,-3.607158301,3.480246668,-4.201112026,6.20453536,-5.274042042,13.08287308,3.93351488,-10.8423386,8.843488938,6.464737533,21.33836122,-20.65867836,-2.631306976,5.684757248,-18.08900722,15.62012815,-20.97512608,12.71318226,7.076175979,-24.91065904,1.839377333,-15.91794332,-0.79636548,1.013840469,-2.874847942,14.25027902,-7.96648659,11.07009267,1.187002381,-0.438691539,2.740523793,7.549350909,-13.28367278,0.737808015,10.55327408,-16.52052288,12.4619162,-4.004680197,4.84334914,1.0517783,-2.466851156,2.516793887,0.262585983,-5.024728979,7.134042302,-7.367338936,-3.158045804,1.680495476,9.554640291,-3.345955965,-12.75804983,1.525495423,0.644662457,1.641855201,-1.891300328,-6.442275218,3.028077159,4.212255752,1.511987894,-0.013063025,-0.670735377,1.240333637,5.161356708,-0.961391503,5.534650626,-0.420960664,-1.405848554,-0.131624095,1.167242815,-1.193462669,-2.335697209,1.303648931,-1.253031413,2.312803445,2.420456694,2.214215419,1.847179799,-2.314658836,-1.244076615,0.224048005,-0.625775331,0.38739583,-1.422024294,0.322115798,-0.60710208,0.14423847,0.415439776,0.739372213,0.462624915,-1.468258946,1.194408847,0.963380655,-0.181059518,-0.499037523,0.685295372,0.091507029,-0.848492629,0.187018227,0.339785032,0.174786094,-0.392159913,0.247683179,-0.032778498,-0.011935966,-0.000805461,-2.29E-15,7.03E-16,-6.96E-17,4.67E-16,-2.53E-16,-2.15E-15,-1.42E-15,1.91E-15,5.07E-16,-1.01E-15,-2.35E-15,-2.74E-15,1.22E-15,-2.25E-15,1.55E-15
DB00260,2.613108765,19.8651532,7.481232188,-11.65747128,-0.045330303,2.627332559,-0.348371887,-3.334928875,-2.215589291,-8.139231108,-8.854780433,25.80719589,-5.243673822,18.32846289,-6.537999841,5.351423685,6.928466009,-3.405786427,-13.51857629,4.59477797,-2.969089736,-11.98071537,-17.87823093,-7.92654281,12.19278533,2.533281231,-11.297344,-9.458349853,2.81338185,12.65318547,-0.064077701,-0.446082576,-7.183025449,-0.194834346,-3.211235232,-6.550311609,1.218907196,-0.996815265,11.88993537,4.117623072,-4.696677521,-4.107270654,3.221848331,-3.615143202,-8.473432414,-6.951950983,1.893760209,1.772207742,6.777744432,3.772323909,-8.761798644,-11.84539362,5.757958015,4.882170846,-1.045038468,8.969348113,4.082420872,-10.67423544,-6.230135687,4.266324397,-1.651649914,-5.454175665,-3.111080027,-7.030059657,5.726914377,1.571158684,6.568714416,3.4065053,-3.552881694,-1.223401668,-4.563629939,-0.974058974,-0.549914632,-1.248988661,-0.915492123,-1.508866015,0.983205634,-0.691607441,-0.810874857,-1.373636671,1.310004221,1.25069771,-0.994823054,-2.222657572,-0.15247329,1.342547884,1.552016094,-0.876619693,0.013028138,0.551155397,-0.306506106,0.413126729,0.219914713,0.789204591,0.737721508,0.210264171,-0.577210987,0.481383629,0.130186077,0.218455311,-0.280476028,0.599437658,0.140656468,-0.015709224,-0.23576446,-0.015032258,0.066776171,0.071804505,0.13511919,0.032247516,0.000254017,-0.014417272,-0.002428503,-3.73E-15,1.33E-15,4.86E-16,6.42E-16,-1.05E-15,-1.56E-15,1.09E-15,3.92E-17,7.14E-16,1.82E-15,2.23E-15,-4.75E-15,7.19E-17,-1.10E-15,8.51E-16
DB01262,12.89972479,25.60904099,9.320612963,-11.60306536,2.354824627,-6.23337097,-6.632202924,1.929309051,1.67725979,-6.129151382,-12.60169557,8.019881114,6.359440984,10.28910469,6.208760066,-3.081621307,-2.492237688,-18.59316452,-7.273947277,3.433218282,-12.84668982,-3.830719002,-9.97636888,-10.83813151,9.731887522,8.349687817,-10.51537777,-0.832566299,-2.455972791,-2.702417844,13.04903399,-0.518022502,12.69133163,-5.930049324,-0.702615262,8.797983702,-3.791337557,1.210661301,6.844339177,1.847553278,5.19947893,5.933756306,-5.328596125,-4.330963168,-10.94782645,5.158425755,1.783753336,2.507685344,4.642605297,10.46892328,4.105156119,-2.230853011,1.030245053,-0.118740916,-7.790112061,-2.152096189,2.528005318,0.508479527,4.796894443,5.679360776,-2.902209756,0.846761189,-0.76503282,0.678409573,-0.428763222,5.90972899,-1.454797388,-0.602162842,-3.674720846,2.71910103,2.481392328,2.01191776,-3.007514033,-1.217098951,-1.161331304,0.036997822,1.636961056,-1.291727686,-1.684039589,0.895086405,1.732520208,-0.737591261,-0.002341305,0.867230719,0.165993268,-0.042929199,-0.767331069,0.123620215,0.164277576,0.847507695,0.149469816,-0.749312119,0.064496715,0.750871393,0.258038727,0.357802054,2.39E-05,-0.173944097,-0.457575651,0.062520518,0.148522161,0.071358542,0.443689585,0.370674479,0.153191834,-0.191768637,0.052788738,0.122378645,-0.034714758,-0.071344545,0.020575941,-0.016616092,-0.000402255,2.36E-15,-7.94E-16,1.69E-15,-6.16E-16,-5.25E-16,-1.41E-15,1.24E-15,1.96E-15,2.70E-16,4.50E-16,2.21E-17,-2.48E-16,6.16E-16,-2.27E-15,2.88E-16
DB00234,8.095994807,20.20774013,9.894269428,-9.609663523,23.84673742,-2.483959129,-5.201845955,-1.365095635,-2.957403985,-16.19063533,-11.65663045,-6.172633731,-5.285243725,3.454389985,-12.68143038,4.644670079,6.433919909,22.52256484,14.0112353,-1.093848835,-13.56360735,-3.937770205,27.06755015,17.92584724,-8.67378746,3.386335511,3.157717719,13.96721416,2.849075232,-4.073774737,2.095940219,-0.656432886,-1.524102569,-2.091829149,2.181001495,4.648904768,4.732691294,-3.384578019,5.906331503,3.24478311,-0.161861572,2.758452366,3.097318385,5.209899101,1.63269715,-3.994372078,-9.686065827,-1.323049127,-0.566762846,-3.52649916,0.337614546,8.748561099,-0.203048583,4.634983588,5.458733137,6.60130542,-5.488073443,2.86188332,-3.675505853,-1.885159204,0.854769563,-2.817520211,4.699602208,3.639841521,-6.480152377,-2.743606077,-1.021981678,-2.023732969,0.55731334,1.76277913,-0.777004195,0.186241041,0.452084165,0.406476784,-2.814434469,-0.352602001,0.539028157,-0.34082261,-1.197878316,-0.250931798,-0.451003172,-0.75928326,-0.054007709,-0.659787737,-1.006541442,-1.148657276,-0.309079612,-1.003140159,-0.027768131,-0.408507862,0.206760694,1.068680094,0.482013446,-0.229567476,-0.613365684,-0.058969341,0.203280434,0.341906855,-0.065500908,0.383856043,0.168421653,-0.442140116,-0.179177498,0.22452379,0.064772513,0.24830342,0.002609729,0.214571599,-0.307568177,0.093388716,0.007772784,-0.031690757,0.000516398,-3.88E-17,2.16E-15,2.06E-15,4.38E-16,2.53E-15,-3.12E-16,-4.64E-16,-3.82E-16,2.08E-15,-3.32E-16,8.29E-16,1.11E-15,2.82E-15,-1.79E-16,-1.18E-15
DB04703,-50.26615267,-33.70058879,-27.94960819,-16.70921363,7.351394053,-25.02280718,1.415407759,-3.628087786,13.90235103,-1.158777222,-4.84054975,-3.034940472,-9.978974963,2.338159375,-1.540388439,12.84646759,-8.802010468,6.533339613,8.93000849,6.705065226,10.15981427,-15.2812125,-0.73850116,-3.504767395,8.924629646,-14.06804548,-1.978483191,-3.840424365,8.068494113,-14.79559185,5.451948968,1.654567954,11.5061112,-5.450914292,-3.562613427,-2.60395818,-4.90700439,5.02760554,2.063562773,8.766231002,5.512894,-2.47921614,-3.832111686,-3.996488096,-0.729263143,1.878000419,0.601647322,1.522950557,0.057433519,1.735575342,8.989779853,4.554641866,-1.026216844,4.931719442,1.988192624,11.10963115,1.705401208,4.944830952,-2.422942908,-2.59560461,4.426362017,1.363360261,-4.39195419,-0.350649058,0.745298655,-1.921724612,3.336794479,0.035983302,-0.478233037,-1.08828631,-1.687652175,0.038959069,-0.819275169,-0.887436207,0.701118156,-0.617616474,-0.578469091,-0.026204551,-1.449142444,0.823597208,-0.847334478,0.918591979,0.025303786,-1.197885536,0.30615073,-0.45648453,0.091410387,0.317494499,-0.02291621,0.258886684,-0.199528221,-0.532857018,-0.026001776,-0.290023278,0.203425225,-0.452651821,0.385356307,0.3028544,0.013946093,0.261821275,0.120831241,-0.337794984,-0.250377743,0.168574886,0.017472438,0.121033297,0.21047937,0.340222374,-0.016578896,0.028110685,-0.018728513,-0.021038184,-0.000233821,1.95E-15,-7.71E-16,4.43E-16,3.45E-15,-9.86E-16,6.65E-16,-1.90E-15,1.73E-15,2.02E-15,2.52E-15,2.88E-15,-8.67E-16,-1.20E-15,-2.28E-15,1.94E-15
DB01229,-14.87614447,20.71823751,24.41869056,8.655015375,-16.51513054,10.69301452,-5.037459954,-16.25398717,7.651770096,16.06022085,8.441788881,24.2680661,30.55011366,-0.627218224,-28.33369967,-2.13028526,-24.11742688,0.814128159,25.24923938,-21.18155838,-0.613661512,-4.490049352,-20.46125987,-8.322328037,-16.02419667,-5.425672802,-1.505406515,3.374245489,7.939931902,5.725691204,16.60471245,-3.5640717,7.01584527,-1.789544711,9.731850775,2.676048424,-10.39451672,9.983667894,-17.78449911,-10.49394616,8.615591621,-3.377318499,3.344512155,4.760237514,2.669964154,-1.287152019,-5.255565548,1.703927649,6.995594617,9.242785465,-1.808874178,-1.615095163,-1.409812493,-8.941046062,-1.880566452,-7.418562408,-1.973958681,1.593965004,2.971452015,0.064093563,1.511548911,-5.247376841,-3.396681907,-3.349978879,3.949881815,3.86928005,-0.996545109,-2.745884756,2.113603445,-4.763565909,0.169096011,-2.724507229,1.186966336,-0.418447701,1.100444826,1.228237506,-0.76084982,1.124201508,1.692943108,0.591036137,0.205428123,0.90064953,0.194088507,0.361839424,-0.886248271,-0.167150149,-0.839571501,-0.06543547,-0.391729564,0.151317804,0.672087417,-0.589244758,0.367051669,-0.384313293,-0.361255448,-0.629558846,0.128483517,-0.485100965,0.194009298,-0.582599742,0.086824304,-0.183697756,-0.178581672,-0.389537029,0.458306325,-0.323614859,-0.130889128,-0.527137159,0.378058489,-0.137633203,-0.027065991,-0.087913184,-8.84E-05,-2.15E-15,-1.18E-16,-1.07E-15,-5.66E-16,3.70E-15,1.58E-15,7.14E-16,-8.52E-16,-4.59E-16,-2.53E-15,-1.98E-15,-3.08E-15,-3.66E-16,1.31E-15,2.13E-15
DB01036,20.79780925,27.36911817,4.921255844,-11.89410913,-8.305874132,12.4153635,-14.34898699,10.66250623,-4.041292988,9.505367186,-9.451165508,9.806617027,-13.16473685,0.453933091,-5.56898579,5.704356146,-0.883238885,0.014355674,0.330799744,14.21066322,9.039708517,14.8410398,2.718184289,-0.753708674,0.650422214,6.387111667,-3.638994663,6.429842495,3.665938287,-21.09299697,-13.36849105,12.66435741,0.769444136,-5.684692404,-3.068595188,-1.26674867,-2.052109483,-3.994770209,4.540765575,2.822712984,-3.323860822,3.228094256,3.929752451,-1.099113191,-4.502549256,-2.94952461,4.902058751,-0.322013105,-7.73224947,1.740861761,-0.945543608,1.286662049,-6.517410667,-4.318659403,5.258694236,-6.112049892,-3.124558767,-6.986620004,-0.372582902,-3.052854149,-2.756940033,1.385056687,4.573218128,0.188937402,-3.428777242,-2.490952462,3.874397445,3.795113067,-1.880636709,-0.741092868,-0.200292584,0.642275413,-3.559150984,-2.341225206,1.999072002,1.564459567,-1.377758646,-1.727713207,1.366460873,0.250919757,-0.245275961,-0.064810227,-0.074661307,-0.239029026,-0.844900632,0.311135162,1.239465319,0.942533431,0.15184251,-1.018043943,0.092188765,0.429852158,-0.113663633,0.14436335,0.324750464,0.086536118,0.252993135,-0.11320155,-0.248004099,0.001286822,0.554154198,0.080706165,-0.162998664,0.064792355,0.041809707,0.165424936,-0.049465838,0.046380484,-0.254749482,0.027448517,-0.082351234,0.061068041,0.000303859,-4.59E-15,-2.78E-16,-2.04E-15,9.51E-16,8.97E-16,4.02E-17,3.10E-16,-1.53E-15,-4.03E-16,-2.64E-15,2.74E-15,3.35E-16,-1.34E-15,-6.95E-16,-1.23E-15
DB00952,-37.31444445,-12.23997484,3.483996276,16.46881357,5.601205081,6.584296722,1.008619843,24.41185443,10.68973743,-6.06073702,-7.297312684,9.743311219,-14.31436768,-21.28370716,11.6709863,5.074062823,6.188742305,4.413005201,-17.41862997,25.07072998,-5.746133203,-1.404684066,7.380103049,-0.443422404,-6.953440726,0.310963993,-12.40723141,-7.598804862,1.443500703,-3.632506257,2.896586946,9.438224219,-4.473327737,2.979730346,1.337524646,-2.731875962,-0.419970109,-0.093937083,4.391423405,-5.055675289,-4.744089575,-0.423857545,-1.648611103,-0.304355172,-4.960534489,-5.372662747,-4.285811292,13.63974989,-4.215649627,2.25040671,-5.26507344,-3.54342545,9.197746318,1.158777623,-6.10849309,-5.597397392,2.388433121,8.887015891,-0.021923873,-1.610169155,1.271581509,-2.571608201,-5.278624929,-4.414095646,-0.700209508,-1.450187419,2.270388555,1.182959691,3.124320414,1.60467541,-1.279445472,-1.370207986,0.104829127,1.425510505,1.851928361,-0.597616397,-0.758025272,1.423879756,0.597146396,-1.351225284,0.659134372,-0.322801832,1.537344236,1.543899598,2.326436648,0.305585514,-0.527438246,-0.655314481,-0.393730165,0.332667222,0.49016431,0.230678895,-0.48115014,0.842926212,-0.313583188,0.534193603,-0.395221485,0.103675578,0.142082365,0.327672771,-0.101384853,0.240324093,0.593361707,-0.188127244,-0.393206237,-0.002101589,-0.059123456,0.217155994,-0.106101226,0.184109671,0.031063282,-0.010733904,0.000436573,-3.31E-16,-2.72E-16,7.15E-16,1.46E-15,4.49E-16,-6.27E-16,7.03E-16,9.55E-16,9.51E-16,2.99E-16,5.85E-16,-1.01E-15,1.20E-15,1.70E-16,-4.85E-16
DB01718,18.54095076,20.14659694,-6.160727203,-6.348398826,0.941381142,8.39384599,-25.62371788,9.848893144,11.49409027,7.241525703,-4.145733227,20.04568108,13.99391085,13.54974768,-9.967381118,2.501435197,20.45100918,-13.84518082,-16.96121076,-5.397482538,-0.033534838,-10.38364512,-5.575052769,-7.864599188,-5.484139144,-4.325500197,-1.341551114,10.97285296,4.92717663,-14.85216636,0.600402537,7.24323146,-9.157036822,-9.315264522,10.94637337,19.18175495,-11.08455431,-0.312418069,-0.535169954,-7.077147846,-1.087209139,-1.552156174,-4.554003239,0.925549345,3.792256375,7.418219803,5.749073586,9.216473012,0.027325067,0.079532663,4.356288824,-2.014419618,-4.502122476,7.712277403,-0.687796275,6.226129164,-0.828337956,-0.524186252,0.653803358,-11.24244181,-6.843192084,-0.272759576,-1.605297288,-0.706573442,6.598487027,5.570270695,3.286429538,2.941980065,1.759427811,1.40365176,-0.857541495,4.082657044,1.202396159,0.510031008,1.232165387,-1.550747385,1.788691114,1.648577777,2.372405835,0.455764834,1.584291664,0.442951397,0.335948236,0.194333206,1.647764533,-0.837148162,1.235388433,-0.134304421,0.185439611,-0.417133482,-1.505128418,0.367346308,-0.110165834,1.550642798,0.073809921,-0.335838609,-0.538754743,0.187347209,-0.169958588,0.708471426,0.131922745,0.683495041,-0.145507934,-0.288173104,-0.114404757,-0.453040237,0.075013564,-0.074916708,-0.344482043,-0.028691165,0.023296824,0.007176753,-0.000714992,7.93E-16,2.15E-15,6.75E-16,1.52E-16,1.18E-15,-1.48E-15,-1.43E-15,-1.56E-15,8.74E-16,4.21E-15,2.45E-15,-3.00E-15,-2.16E-15,-4.86E-16,-4.97E-16
DB01234,25.75768553,19.75623057,-7.356355254,-8.950239372,14.90111341,17.06505447,4.705928791,-3.829825429,-16.54078413,-6.397999901,14.31423831,18.80531085,3.013572404,10.37844223,0.277838421,-7.505362538,-16.18605993,-19.541417,-0.072197138,-2.689929602,-6.238079476,1.029394199,27.59928201,-0.019922155,6.178873055,-8.550947715,-2.776345573,18.9617202,-17.94020868,9.284482346,-9.174051347,-0.97352923,-1.757292371,6.748994503,2.588029246,-6.514242534,7.28086166,0.477269618,-2.275930725,-0.071379838,4.123507524,10.49595335,0.2200181,6.216710344,2.801282689,-1.700958404,6.634956696,-3.670355698,-2.100086528,3.391666186,3.436465214,6.348752045,-10.75205026,1.173112809,10.3684174,-4.293528383,0.612827836,-1.3090314,5.47618118,4.714557137,2.520418194,-6.057262419,-5.258023912,-5.382982893,15.87427964,1.704573521,0.923799838,2.20687782,6.542557527,-0.23911113,-1.553519194,-1.250187357,6.224890868,0.717674243,-1.223765729,-0.349032817,1.954482059,3.466954644,2.216387912,-2.285668252,2.91950369,1.907604586,-0.379538507,0.08330457,1.823977523,1.167422029,-1.307029474,0.281682409,0.74936997,-0.465728127,-0.304284688,-0.267817176,0.68355407,-0.541066283,0.12153967,-0.302073624,-0.31233419,-0.455755659,0.509618254,-0.526682346,-0.11182984,-0.174712356,-0.342343371,-0.093759199,-0.578302799,-0.448987959,-0.009962691,-0.365177137,0.560262682,0.161425403,0.024430817,0.129599521,0.000126414,7.31E-16,8.73E-16,2.03E-15,1.27E-15,6.78E-16,-1.78E-15,-3.04E-16,-5.96E-16,1.73E-15,-5.15E-16,-2.94E-15,4.35E-16,2.72E-17,2.37E-16,-7.01E-16
DB00905,8.095994807,20.20774013,9.894269428,-9.609663523,23.84673742,-2.483959129,-5.201845955,-1.365095635,-2.957403985,-16.19063533,-11.65663045,-6.172633731,-5.285243725,3.454389985,-12.68143038,4.644670079,6.433919909,22.52256484,14.0112353,-1.093848835,-13.56360735,-3.937770205,27.06755015,17.92584724,-8.67378746,3.386335511,3.157717719,13.96721416,2.849075232,-4.073774737,2.095940219,-0.656432886,-1.524102569,-2.091829149,2.181001495,4.648904768,4.732691294,-3.384578019,5.906331503,3.24478311,-0.161861572,2.758452366,3.097318385,5.209899101,1.63269715,-3.994372078,-9.686065827,-1.323049127,-0.566762846,-3.52649916,0.337614546,8.748561099,-0.203048583,4.634983588,5.458733137,6.60130542,-5.488073443,2.86188332,-3.675505853,-1.885159204,0.854769563,-2.817520211,4.699602208,3.639841521,-6.480152377,-2.743606077,-1.021981678,-2.023732969,0.55731334,1.76277913,-0.777004195,0.186241041,0.452084165,0.406476784,-2.814434469,-0.352602001,0.539028157,-0.34082261,-1.197878316,-0.250931798,-0.451003172,-0.75928326,-0.054007709,-0.659787737,-1.006541442,-1.148657276,-0.309079612,-1.003140159,-0.027768131,-0.408507862,0.206760694,1.068680094,0.482013446,-0.229567476,-0.613365684,-0.058969341,0.203280434,0.341906855,-0.065500908,0.383856043,0.168421653,-0.442140116,-0.179177498,0.22452379,0.064772513,0.24830342,0.002609729,0.214571599,-0.307568177,0.093388716,0.007772784,-0.031690757,0.000516398,-3.88E-17,2.16E-15,2.06E-15,4.38E-16,2.53E-15,-3.12E-16,-4.64E-16,-3.82E-16,2.08E-15,-3.32E-16,8.29E-16,1.11E-15,2.82E-15,-1.79E-16,-1.18E-15
DB08800,8.203296719,22.28693262,8.129220456,-8.532632203,8.359480815,-6.048973001,-3.295145986,-20.09775992,9.261961772,3.502137022,-11.64445943,0.312285942,-1.501217692,-3.582743288,0.485883589,2.302495162,2.773689194,13.51070995,4.701893614,32.80466763,3.449929093,14.45633083,-4.383389569,-1.759172195,-9.313202596,4.925521644,2.378589854,1.919867357,13.82045175,-0.280144173,9.914540348,-0.53766526,3.70861513,5.120693653,10.48001567,0.974546236,15.00940571,2.446880937,4.187650364,0.971467319,-1.035372051,5.289481288,-4.355819202,-1.308382628,-3.831590868,11.42740007,-7.309139666,6.022627358,8.265844248,-11.94132125,0.545041244,-6.667787403,4.555598296,0.295105879,-3.689978349,-9.099119878,6.238215498,-0.058626872,2.79949837,5.266231669,6.237172759,-2.636129257,-1.972468223,-3.820200537,-2.356974954,3.323646185,-0.197081061,-2.635448494,3.08061253,0.072010341,1.729360997,-1.853476075,1.101024688,0.910138675,0.246832833,-0.325174359,0.713215097,1.703296757,2.132652148,-0.304498438,-0.711455776,0.163004971,2.480457969,0.304328648,1.232017199,-0.608700129,-1.874593286,0.119334904,-0.236884928,-0.229716043,1.037451204,-1.012804625,-0.368382952,0.540720434,-0.383370107,0.099400799,0.130692289,-0.0880481,0.243583673,0.338539049,0.177559071,-0.278171549,0.097331728,-0.243001143,0.286060668,-0.105603774,0.275989449,0.119202976,-0.118163812,-0.061993331,-0.1300868,0.024178638,0.000551696,-9.57E-16,2.08E-15,2.81E-15,8.96E-16,2.38E-16,2.33E-15,2.53E-15,-1.20E-16,-1.24E-15,-1.78E-15,2.36E-16,-2.95E-15,3.45E-16,-2.01E-16,-8.28E-16
DB01003,-52.03591114,-32.84323429,-31.29109636,-23.98083309,-10.33320148,7.361299975,2.619682368,-4.035744485,-4.611405467,9.520347196,2.550887181,-20.07234804,-18.77520291,31.09178877,-7.64793114,9.861671416,-0.201784715,-4.191886102,4.684081793,-0.422782563,-3.900194706,0.272966036,0.61310781,14.64805083,2.582174672,-13.45793585,5.467324564,12.75467173,7.96393518,-9.571638486,11.59076042,-3.927787015,11.86457756,-6.064421222,12.1567839,-21.10407572,8.87886369,4.465699985,-0.801133094,-3.101524293,5.898296484,16.20105788,13.07261217,9.391936074,-10.48690113,-24.69667991,-1.345284912,4.318855633,3.923566846,11.196781,19.57183627,12.95169747,9.463907713,13.75897105,-13.17627375,32.83129113,0.937438205,-4.537587424,-11.54216225,-7.538011897,6.716752727,5.072394067,-2.704806259,4.69569643,3.093022779,1.887339872,2.912258567,2.350339606,-4.689023505,-3.738753039,-0.860905263,2.08886346,-2.028085742,-3.871646175,2.861622578,-0.41605598,1.495824923,4.089701513,-5.129257667,1.055408199,2.002037766,0.215246457,-0.252398709,-1.359695348,-0.893818116,2.017575141,1.89008509,-1.444545746,-0.781211527,1.602965343,-1.889210447,-1.226942017,0.451265458,0.161651247,0.288081162,-0.377497742,-0.053855329,0.524315826,-1.407826493,0.782662408,-2.056019415,6.242771848,5.965016547,0.477425557,-0.546697671,-0.34438084,0.390408518,0.221517044,-0.409557966,0.301125114,0.005976844,-0.015743038,-0.000322412,1.84E-15,2.14E-15,-3.05E-15,-4.51E-16,2.20E-15,4.44E-15,-2.44E-15,2.77E-15,-5.19E-17,2.83E-15,-2.26E-15,3.04E-15,-3.50E-15,-4.37E-15,-5.27E-16
